OBJECTID,Fire80_Raster,X,Y,asp2,twi,tmaxjuly_2,tmax,soilmois,slope,ndvi,lulc,lake,evt_aug,elevation,road,river,pcp
312,1,1604698.635,324185.3319,3,129,3,4,2,4,4,4,3,3,3,2,3,3
313,1,1603798.635,323485.3319,4,129,3,4,2,2,4,4,3,3,3,2,3,3
314,1,1607098.635,321985.3319,4,-46,4,4,2,3,5,4,3,3,2,2,3,3
315,1,1605698.635,321885.3319,3,143,4,4,2,3,5,4,3,3,3,2,3,3
316,1,1604598.635,320785.3319,5,-46,4,4,2,2,5,4,3,3,3,2,3,3
317,1,1608198.635,317185.3319,4,143,4,4,2,3,5,4,3,3,2,2,3,3
318,1,1609198.635,315585.3319,3,143,4,4,2,3,5,4,3,3,2,2,3,3
319,1,1633498.635,318485.3319,3,143,4,4,2,4,5,4,4,3,2,1,2,3
320,1,-1759101.365,345685.3319,5,-219,5,5,2,5,3,5,3,5,3,1,5,1
321,1,26098.63478,345685.3319,3,-46,4,4,3,2,4,4,4,4,3,3,5,2
322,1,217698.6348,334085.3319,3,-6,4,4,2,2,4,4,4,4,3,3,3,2
323,1,226198.6348,332685.3319,2,129,4,4,2,2,4,4,4,4,3,3,3,2
324,1,1581898.635,339685.3319,5,129,3,4,2,4,5,4,3,3,3,2,4,3
325,1,1583298.635,339285.3319,5,129,3,4,2,4,4,4,3,3,3,2,4,3
326,1,1585098.635,337385.3319,3,143,3,4,2,4,4,4,3,3,3,2,4,3
327,1,1581398.635,337185.3319,5,-219,3,4,2,5,4,4,3,3,3,2,4,3
328,1,1584298.635,336185.3319,3,143,3,4,2,3,4,4,3,3,3,2,4,3
329,1,1581898.635,335485.3319,5,-219,3,4,2,5,5,4,3,3,2,2,4,3
330,1,1584098.635,334285.3319,5,-219,3,4,2,4,4,4,3,3,3,2,4,3
331,1,1580798.635,333985.3319,3,-6,3,4,2,2,5,6,3,3,2,2,4,3
332,1,1582898.635,333485.3319,5,-219,3,4,2,5,4,4,3,3,3,2,4,3
333,1,1585798.635,333785.3319,3,129,3,4,2,4,4,4,3,3,3,2,4,3
334,1,1590698.635,332685.3319,4,-219,3,4,2,4,4,4,3,3,3,2,4,3
335,1,1587998.635,332485.3319,4,-219,3,4,2,4,4,4,3,3,3,2,4,3
336,1,1586598.635,332185.3319,3,-219,3,4,2,4,4,4,3,3,3,2,4,3
337,1,1589498.635,331285.3319,3,-219,3,4,2,4,4,4,3,3,3,2,4,3
338,1,1591098.635,331285.3319,4,-6,3,4,2,4,4,4,3,3,2,2,4,3
339,1,1587198.635,331185.3319,3,143,3,4,2,4,4,4,3,3,3,2,4,3
340,1,1625598.635,338985.3319,3,143,4,4,2,3,4,4,4,3,2,2,1,3
341,1,1623998.635,338685.3319,2,129,4,4,2,2,5,4,4,3,2,2,1,3
342,1,1629598.635,337385.3319,2,-219,4,4,2,4,5,4,4,3,2,2,2,3
343,1,1623198.635,336885.3319,5,143,4,4,2,3,5,4,4,3,2,2,2,3
344,1,1626498.635,336585.3319,2,-219,4,4,2,4,5,4,4,3,2,2,1,3
345,1,1628398.635,336085.3319,3,-6,4,4,2,2,5,4,4,3,2,2,2,3
346,1,1625498.635,335985.3319,5,143,4,4,2,4,5,4,4,3,2,2,1,3
347,1,1629898.635,335985.3319,4,143,4,4,2,3,5,4,4,3,2,2,2,3
348,1,1630798.635,335685.3319,3,-219,4,4,2,4,5,4,4,3,2,2,2,3
349,1,1624398.635,335185.3319,3,143,4,4,2,3,5,4,4,3,2,2,1,3
350,1,1629498.635,334485.3319,4,-6,4,4,2,3,5,4,4,3,2,2,2,3
351,1,1626898.635,333885.3319,3,143,4,4,2,3,5,4,4,3,2,2,1,3
352,1,1625198.635,333585.3319,5,129,4,4,2,3,5,4,4,3,2,2,1,3
353,1,-1768701.365,352785.3319,4,-219,4,5,4,5,5,4,3,5,5,1,5,2
354,1,-1755401.365,349685.3319,2,129,5,5,3,5,3,8,2,5,3,1,5,2
355,1,-1750101.365,349685.3319,3,-219,5,5,2,5,4,3,2,5,3,0,5,1
356,1,-1398001.365,355285.3319,4,-219,3,4,2,5,4,4,3,5,5,2,3,2
357,1,-1401901.365,355085.3319,2,-219,3,4,2,5,3,4,3,5,5,2,3,2
358,1,-1398401.365,351885.3319,3,-219,4,4,2,5,4,4,3,5,4,2,3,2
359,1,-1395301.365,350785.3319,5,-219,4,5,2,5,4,4,3,5,5,2,3,2
360,1,-1400801.365,349685.3319,3,-219,3,4,3,5,3,3,3,5,5,2,3,2
361,1,1124498.635,360485.3319,2,-46,4,4,2,2,3,4,4,4,1,3,3,3
362,1,1157398.635,357885.3319,4,-6,4,4,2,2,4,6,4,4,2,3,3,3
363,1,1158998.635,356885.3319,4,-6,4,4,2,2,4,6,4,4,2,3,3,3
364,1,1156798.635,356785.3319,3,-6,4,4,2,2,4,4,4,4,2,3,3,3
365,1,1158298.635,355285.3319,2,-6,4,4,2,2,4,6,4,4,2,3,3,3
366,1,1159998.635,358085.3319,2,129,4,4,2,2,4,6,4,4,2,3,3,3
367,1,1162898.635,355585.3319,5,143,4,4,2,3,4,6,4,4,2,3,3,3
368,1,1160998.635,353985.3319,2,-6,4,4,2,3,4,6,4,4,2,3,3,3
369,1,1162998.635,353585.3319,2,-6,4,4,2,2,4,6,4,4,2,3,3,3
370,1,1500398.635,359685.3319,4,143,3,4,2,3,3,4,2,3,3,2,4,3
371,1,1497998.635,358085.3319,3,143,3,4,2,3,4,4,2,3,3,2,4,3
372,1,1576398.635,359985.3319,3,-6,3,4,2,2,4,4,3,3,3,2,4,3
373,1,1575998.635,358185.3319,4,143,3,4,2,4,4,4,3,3,3,2,4,3
374,1,1578198.635,357985.3319,5,143,3,4,2,3,4,4,3,3,3,2,4,3
375,1,1578498.635,356985.3319,2,-219,3,4,2,4,4,4,3,3,3,2,4,3
376,1,1574498.635,356785.3319,4,-219,3,4,2,4,4,4,3,3,3,2,4,3
377,1,1579998.635,356785.3319,3,-219,3,4,2,4,4,4,3,3,3,2,4,3
378,1,1579698.635,355685.3319,3,143,3,4,2,4,4,4,3,3,3,2,4,3
379,1,1656598.635,357985.3319,3,129,3,4,2,4,4,4,4,3,3,2,3,3
380,1,1655798.635,356585.3319,3,-219,3,4,2,4,4,4,4,3,3,2,3,3
381,1,1657098.635,356385.3319,3,-219,3,4,2,4,4,4,4,3,3,2,3,3
382,1,1660498.635,354585.3319,4,129,3,4,2,2,4,4,4,3,3,2,3,3
383,1,1664998.635,348485.3319,5,129,3,4,2,4,4,3,4,3,3,2,3,3
384,1,1667298.635,348285.3319,2,143,3,4,2,4,4,4,4,3,3,2,3,3
385,1,1665198.635,346085.3319,1,-6,3,4,2,3,4,4,4,3,3,2,3,3
386,1,1689298.635,358285.3319,5,143,3,4,2,4,5,4,4,3,3,2,2,3
387,1,-1794201.365,370085.3319,2,-219,1,4,4,5,3,4,3,5,5,1,4,3
388,1,-1776901.365,375985.3319,3,143,5,5,3,5,4,4,2,5,4,2,5,2
389,1,-1782901.365,375385.3319,5,-219,4,5,3,5,5,4,3,5,5,2,4,2
390,1,-1788001.365,374485.3319,3,-219,4,5,4,5,5,4,3,5,4,1,4,2
391,1,-1784801.365,369985.3319,2,-219,3,4,4,5,5,4,3,5,5,2,5,2
392,1,-1776101.365,369985.3319,2,-219,4,5,3,5,4,8,2,5,4,1,5,2
393,1,-1785101.365,364885.3319,3,-219,3,4,4,5,5,4,3,5,5,2,5,2
394,1,-1779201.365,363685.3319,2,-219,3,4,4,5,5,4,3,5,4,1,5,2
395,1,-1785001.365,361085.3319,2,-219,3,4,4,4,5,4,3,5,5,2,5,2
396,1,-1767201.365,370085.3319,2,-219,5,5,3,5,5,4,2,5,5,1,5,2
397,1,-1770601.365,365785.3319,4,-219,2,4,4,4,4,8,2,5,5,1,5,3
398,1,-1747001.365,374085.3319,3,-219,5,5,2,5,5,5,2,5,4,1,5,2
399,1,-1751301.365,371185.3319,4,-219,5,5,3,4,4,4,2,5,4,1,5,2
400,1,-1439401.365,374885.3319,4,-219,3,4,2,5,3,4,3,5,5,1,3,2
401,1,-490201.3652,371585.3319,2,129,4,4,3,2,3,2,3,4,3,1,5,2
402,1,15798.63478,368485.3319,2,-6,4,4,2,2,4,4,4,4,3,3,4,2
403,1,11398.63478,366985.3319,2,-46,4,4,2,2,4,5,3,4,3,3,4,2
404,1,1125798.635,373685.3319,2,-6,4,4,2,2,4,11,4,5,1,3,1,3
405,1,1125998.635,371385.3319,5,-46,4,4,2,2,4,4,4,5,1,3,2,3
406,1,1123698.635,368985.3319,2,-6,4,4,2,2,4,4,4,5,1,3,3,3
407,1,1125598.635,368885.3319,5,-6,4,4,2,2,4,4,4,5,1,3,3,3
408,1,1125398.635,367185.3319,2,-6,4,4,2,2,3,6,4,5,1,3,3,3
409,1,1122298.635,366985.3319,2,-46,4,4,2,2,4,4,4,5,1,3,3,3
410,1,1123298.635,364985.3319,2,129,4,4,2,2,4,4,4,4,1,3,3,3
411,1,1126098.635,363885.3319,2,-46,4,4,2,2,3,6,4,4,1,3,3,3
412,1,1122498.635,363685.3319,2,-6,4,4,2,2,4,4,4,4,1,3,3,3
413,1,1124998.635,362485.3319,2,-6,4,4,2,2,3,4,4,4,1,3,3,3
414,1,1122498.635,361785.3319,2,-6,4,4,2,2,3,4,4,4,1,3,3,3
415,1,1156498.635,373885.3319,5,129,4,4,2,2,4,4,4,4,2,3,2,3
416,1,1161198.635,375785.3319,4,-6,4,4,2,2,4,6,4,4,2,3,3,3
417,1,1160198.635,372885.3319,5,-46,4,4,2,2,4,6,4,4,2,3,2,3
418,1,1296598.635,375885.3319,2,143,3,4,2,3,4,4,4,3,3,3,4,3
419,1,1298798.635,375385.3319,4,129,3,4,2,3,4,4,3,3,2,3,4,3
420,1,1299198.635,373685.3319,4,-6,3,4,2,3,4,4,3,3,2,3,4,3
421,1,1299798.635,371485.3319,4,-6,3,4,2,3,4,4,3,3,2,3,4,3
422,1,1300298.635,369385.3319,4,-46,3,4,2,2,4,6,3,3,2,3,4,3
423,1,1417698.635,373585.3319,4,129,3,4,2,2,4,4,2,3,3,2,4,3
424,1,1417098.635,371185.3319,4,129,3,4,2,2,4,4,2,3,3,2,4,3
425,1,1417298.635,369185.3319,4,-6,3,4,2,2,4,6,2,3,3,2,4,3
426,1,1424198.635,373085.3319,3,-46,3,4,2,2,4,6,2,3,3,2,3,3
427,1,1420098.635,371485.3319,4,129,3,4,2,2,4,4,2,3,3,2,3,3
428,1,1426798.635,371485.3319,5,129,3,4,2,2,4,6,2,3,3,2,3,3
429,1,1420198.635,368985.3319,4,129,3,4,2,2,4,4,2,3,3,2,3,3
430,1,1425198.635,368185.3319,3,129,3,4,2,2,4,4,2,3,3,2,3,3
431,1,1508298.635,375685.3319,3,143,3,4,2,3,3,4,2,3,3,2,4,3
432,1,1497698.635,375185.3319,2,143,3,4,2,3,4,4,2,3,3,2,3,3
433,1,1499598.635,373685.3319,2,-219,3,4,2,4,4,4,2,3,3,2,3,3
434,1,1502098.635,372485.3319,5,-6,3,4,2,3,4,4,2,3,3,2,3,3
435,1,1501498.635,370685.3319,3,129,3,4,2,3,4,4,2,3,3,2,3,3
436,1,1501498.635,366685.3319,3,129,3,4,2,3,4,4,2,3,3,2,3,3
437,1,1498198.635,365285.3319,3,129,3,4,2,2,4,4,2,3,3,2,3,3
438,1,1499998.635,364985.3319,3,143,3,4,2,4,3,4,2,3,3,2,3,3
439,1,1501398.635,363585.3319,2,143,3,4,2,3,3,4,2,3,3,2,4,3
440,1,1497798.635,362985.3319,4,143,3,4,2,3,4,4,2,3,3,2,3,3
441,1,1496498.635,362385.3319,5,129,3,4,2,3,4,4,2,3,3,2,3,3
442,1,1500198.635,361985.3319,4,129,3,4,2,3,3,4,2,3,3,2,4,3
443,1,1694798.635,362185.3319,4,-219,3,4,2,4,4,4,4,3,3,2,3,3
444,1,-1776201.365,382485.3319,4,-219,5,5,3,5,3,5,2,5,4,2,5,2
445,1,-1781801.365,380985.3319,3,143,3,5,4,5,5,4,2,5,5,2,4,2
446,1,-1521301.365,383685.3319,4,-219,4,4,3,5,4,4,1,4,4,2,4,3
447,1,-1516901.365,381085.3319,4,-219,4,4,3,5,4,3,2,4,5,2,4,3
448,1,-1509101.365,381885.3319,5,-219,3,3,3,5,3,8,2,4,5,2,4,3
449,1,-1441001.365,379885.3319,5,143,4,5,2,5,5,4,3,5,4,1,3,2
450,1,-1442801.365,376485.3319,3,-6,5,5,2,5,5,5,3,5,4,1,3,2
451,1,-1434701.365,383885.3319,2,-219,5,5,2,5,5,4,3,5,4,1,3,2
452,1,-1438601.365,382985.3319,4,-219,5,5,2,5,5,4,3,5,4,1,3,2
453,1,-1437401.365,380585.3319,2,-219,3,4,2,5,4,4,3,5,5,1,3,2
454,1,-1433301.365,378585.3319,3,-219,5,4,2,5,5,4,3,5,4,1,3,2
455,1,-1438001.365,378185.3319,5,-219,3,4,2,5,4,4,3,5,5,1,3,2
456,1,-36101.36522,386285.3319,4,-6,4,4,2,2,4,5,3,4,3,3,4,2
457,1,1125598.635,385585.3319,5,-46,4,4,2,2,3,4,4,5,1,3,3,3
458,1,1124598.635,383585.3319,5,-46,4,4,2,2,3,6,4,5,1,3,3,3
459,1,1124798.635,380385.3319,5,129,4,4,2,2,3,6,4,5,1,3,2,3
460,1,1125798.635,377785.3319,5,-46,4,4,2,2,4,6,4,5,1,3,1,3
461,1,1156498.635,388685.3319,5,-46,4,4,2,3,3,5,4,4,2,3,3,3
462,1,1156498.635,386885.3319,2,129,4,4,2,3,3,5,4,4,2,3,3,3
463,1,1156498.635,385285.3319,5,129,4,4,2,2,3,5,4,4,2,3,3,3
464,1,1157198.635,383385.3319,5,129,4,4,2,2,4,4,4,4,2,3,3,3
465,1,1157898.635,381285.3319,4,129,4,4,2,3,4,4,4,4,2,3,3,3
466,1,1158298.635,378685.3319,2,143,4,4,2,3,4,4,4,4,2,3,3,3
467,1,1157998.635,376985.3319,5,129,4,4,2,2,4,6,4,4,2,3,3,3
468,1,1161798.635,381585.3319,4,129,4,4,2,3,4,6,4,4,2,3,3,3
469,1,1160498.635,377485.3319,2,129,4,4,2,2,4,6,4,4,2,3,3,3
470,1,1293398.635,386985.3319,4,129,3,4,2,3,4,6,4,3,2,3,4,3
471,1,1292998.635,384985.3319,2,129,3,4,2,3,4,4,4,3,2,3,4,3
472,1,1291798.635,383785.3319,2,-219,3,4,2,4,4,4,4,3,2,3,4,3
473,1,1294498.635,382585.3319,4,143,3,4,2,3,4,4,4,3,3,3,4,3
474,1,1292298.635,381285.3319,4,-219,3,4,2,4,4,4,4,3,2,3,4,3
475,1,1296298.635,380085.3319,3,129,3,4,2,3,3,4,4,3,2,3,4,3
476,1,1294598.635,378485.3319,4,143,3,4,2,3,4,4,4,3,2,3,4,3
477,1,1294198.635,377085.3319,4,-6,4,4,2,2,4,6,4,3,2,3,4,3
478,1,1298598.635,391085.3319,4,-6,3,4,2,3,4,4,4,3,2,3,4,3
479,1,1299798.635,388985.3319,3,129,3,4,2,2,3,11,3,3,2,3,4,3
480,1,1297598.635,385785.3319,2,-219,3,4,2,4,4,4,4,3,2,3,4,3
481,1,1299998.635,385585.3319,4,129,3,4,2,3,4,6,3,3,2,3,4,3
482,1,1296798.635,383985.3319,5,-46,3,4,2,2,4,4,4,3,3,3,4,3
483,1,1298198.635,382285.3319,3,-219,3,4,2,4,3,4,3,3,2,3,4,3
484,1,1297798.635,380285.3319,3,-6,3,4,2,3,3,11,4,3,2,3,4,3
485,1,1298998.635,378485.3319,5,-6,3,4,2,4,4,4,3,3,2,3,4,3
486,1,1296798.635,377385.3319,2,-219,3,4,2,4,4,4,4,3,2,3,4,3
487,1,1299898.635,376685.3319,5,-219,3,4,2,4,4,4,3,3,3,3,4,3
488,1,1407998.635,391285.3319,5,143,3,4,2,3,4,4,2,3,3,3,4,3
489,1,1412398.635,388285.3319,5,-6,3,4,2,2,4,4,2,3,3,2,4,3
490,1,1415298.635,386785.3319,3,129,3,4,2,3,4,4,2,3,3,2,4,3
491,1,1412798.635,385085.3319,5,143,3,4,2,3,4,4,2,3,3,2,4,3
492,1,1417198.635,384885.3319,5,143,3,4,2,4,4,4,2,3,3,2,4,3
493,1,1409198.635,383985.3319,5,143,3,4,2,3,4,4,2,3,3,2,4,3
494,1,1413098.635,382285.3319,4,143,3,4,2,3,4,4,2,3,3,2,4,3
495,1,1426298.635,388885.3319,3,-6,3,4,2,2,4,4,2,3,3,2,3,3
496,1,1423898.635,388685.3319,5,129,3,4,2,2,4,6,2,3,3,2,3,3
497,1,1422198.635,386485.3319,5,129,3,4,2,2,4,4,2,3,3,2,3,3
498,1,1419098.635,386385.3319,3,143,3,4,2,3,4,4,2,3,3,2,3,3
499,1,1425298.635,384885.3319,4,143,3,4,2,3,4,4,2,3,3,2,3,3
500,1,1421898.635,382985.3319,4,-46,3,4,2,2,4,4,2,3,3,2,3,3
501,1,1424398.635,382185.3319,5,-6,3,4,2,2,4,4,2,3,3,2,3,3
502,1,1418898.635,382085.3319,4,143,3,4,2,3,3,6,2,3,3,2,3,3
503,1,1447198.635,390985.3319,5,-219,3,4,2,4,4,4,1,3,3,2,2,3
504,1,1444898.635,389385.3319,3,-219,3,4,2,4,4,4,1,3,3,2,2,3
505,1,1493098.635,384485.3319,5,129,3,4,2,3,4,4,2,3,3,2,3,3
506,1,1491398.635,382985.3319,3,-46,3,4,2,2,4,4,2,3,3,2,3,3
507,1,1508398.635,390385.3319,3,129,3,4,2,3,4,4,2,3,3,3,4,3
508,1,1500498.635,388985.3319,4,-6,3,4,2,3,4,4,2,3,3,2,3,3
509,1,1508398.635,388685.3319,3,143,3,4,2,4,4,4,2,3,3,3,4,3
510,1,1497998.635,387385.3319,5,143,3,4,2,4,4,4,2,3,3,2,3,3
511,1,1501898.635,387185.3319,5,143,3,4,2,3,4,4,2,3,3,2,3,3
512,1,1496298.635,386285.3319,4,129,3,4,2,2,4,4,2,3,3,2,3,3
513,1,1507998.635,386285.3319,4,143,3,4,2,3,4,4,2,3,3,2,4,3
514,1,1499598.635,386185.3319,4,129,3,4,2,2,4,4,2,3,3,2,3,3
515,1,1494798.635,385485.3319,3,143,3,4,2,4,4,4,2,3,3,2,3,3
516,1,1501798.635,385085.3319,3,-46,3,4,2,2,4,4,2,3,3,2,3,3
517,1,1507998.635,384185.3319,4,129,3,4,2,2,3,5,2,3,3,2,4,3
518,1,1498898.635,384085.3319,4,-6,3,4,2,2,3,4,2,3,3,2,3,3
519,1,1501298.635,382685.3319,4,143,3,4,2,3,4,4,2,3,3,2,3,3
520,1,1497998.635,380385.3319,3,143,3,4,2,4,4,4,2,3,3,2,3,3
521,1,1501098.635,378985.3319,5,-6,3,4,2,2,4,4,2,3,3,2,3,3
522,1,1496998.635,378385.3319,5,-6,3,4,2,2,4,4,2,3,3,2,3,3
523,1,1499198.635,378385.3319,3,143,3,4,2,3,4,4,2,3,3,2,3,3
524,1,1495598.635,377585.3319,3,129,3,4,2,3,3,4,2,3,3,2,3,3
525,1,1506698.635,377285.3319,4,143,3,4,2,3,4,4,2,3,3,2,3,3
526,1,1500398.635,376285.3319,3,129,3,4,2,4,4,4,2,3,3,2,3,3
527,1,1510498.635,385585.3319,3,143,3,4,2,3,4,4,2,3,3,3,4,3
528,1,-1860301.365,403585.3319,2,129,3,5,5,4,5,4,3,5,3,1,4,4
529,1,-1540701.365,401585.3319,3,-219,4,5,3,5,4,4,2,5,4,2,4,3
530,1,-1544001.365,400785.3319,4,143,4,4,3,5,5,4,2,5,4,2,4,3
531,1,-1522701.365,401485.3319,4,143,4,4,3,5,4,4,1,4,4,2,4,3
532,1,-1517001.365,401185.3319,2,-219,3,4,3,5,3,4,2,4,4,2,4,3
533,1,-1518301.365,398785.3319,3,-219,3,4,3,5,3,4,2,4,5,2,4,3
534,1,-1519601.365,396085.3319,2,-219,3,4,3,5,3,4,2,4,5,2,4,3
535,1,-1518701.365,393085.3319,2,-219,3,3,3,5,2,4,2,4,5,2,4,3
536,1,-1414101.365,399085.3319,4,-219,4,4,2,5,5,4,3,4,5,2,4,2
537,1,-1416401.365,398485.3319,4,-6,4,5,1,5,5,4,3,4,4,2,4,2
538,1,-1412501.365,397785.3319,4,-219,4,4,2,5,5,4,3,4,5,2,4,2
539,1,-1414201.365,393885.3319,2,143,2,4,2,5,4,4,3,5,5,2,4,2
540,1,-1412201.365,392885.3319,2,-219,2,3,2,5,4,8,3,5,5,2,4,3
541,1,-1407701.365,393085.3319,3,-219,2,3,2,5,2,8,3,4,5,2,4,3
542,1,-47601.36522,404585.3319,5,-6,4,4,2,2,4,6,3,4,3,3,4,2
543,1,-44401.36522,402885.3319,3,-6,4,4,2,2,4,6,3,4,3,3,4,2
544,1,-45501.36522,400485.3319,4,-46,4,4,2,2,4,6,3,4,2,3,4,2
545,1,1157998.635,405685.3319,2,143,4,4,1,3,3,4,4,4,2,3,3,3
546,1,1156298.635,404385.3319,2,143,4,4,2,3,3,5,4,4,2,3,3,3
547,1,1157698.635,402885.3319,2,-46,4,4,2,2,3,4,4,4,2,3,3,3
548,1,1157198.635,401585.3319,3,143,4,4,2,3,3,4,4,4,2,3,3,3
549,1,1156498.635,398285.3319,4,129,4,4,2,2,3,5,4,4,2,3,3,3
550,1,1160598.635,404385.3319,5,143,4,4,1,3,3,5,4,4,2,3,3,3
551,1,1162498.635,403585.3319,5,129,4,4,1,2,3,5,4,4,2,3,3,3
552,1,1161298.635,401985.3319,2,129,4,4,2,3,3,5,4,4,2,3,3,3
553,1,1160198.635,399185.3319,5,129,4,4,2,2,3,5,4,4,2,3,3,3
554,1,1295298.635,397185.3319,4,143,3,4,2,3,4,4,4,3,3,3,4,3
555,1,1299598.635,404185.3319,5,129,3,4,2,4,3,11,4,3,2,3,4,3
556,1,1299198.635,399785.3319,5,129,3,4,2,3,3,4,4,3,2,3,4,3
557,1,1297198.635,397585.3319,2,-6,3,4,2,3,4,6,4,3,2,3,4,3
558,1,1300298.635,397185.3319,2,-6,3,4,2,2,3,11,3,3,2,3,4,3
559,1,1298698.635,395585.3319,4,129,3,4,2,2,4,6,4,3,2,3,4,3
560,1,1297498.635,393185.3319,4,129,3,4,2,2,4,4,4,3,3,3,4,3
561,1,1396498.635,400885.3319,5,143,3,4,2,4,3,5,3,3,3,3,4,3
562,1,1408898.635,405085.3319,3,-219,3,4,2,4,4,4,2,3,3,3,4,3
563,1,1406798.635,403785.3319,4,-46,3,4,2,2,4,4,2,3,3,3,4,3
564,1,1408098.635,401485.3319,4,129,3,4,2,3,4,6,2,3,3,3,4,3
565,1,1416198.635,399785.3319,4,-219,3,4,2,4,4,4,2,3,3,3,4,3
566,1,1412498.635,398285.3319,3,129,3,4,2,3,3,5,2,3,3,3,4,3
567,1,1408298.635,397585.3319,4,-46,3,4,2,2,4,6,2,3,3,3,4,3
568,1,1408398.635,395585.3319,2,143,3,4,2,4,4,6,2,3,3,3,4,3
569,1,1411098.635,393585.3319,3,-219,3,4,2,4,4,4,2,3,3,3,4,3
570,1,1405398.635,391585.3319,4,129,3,4,2,3,4,4,2,3,3,3,4,3
571,1,1426498.635,404485.3319,4,129,3,4,2,2,4,4,2,3,3,3,3,3
572,1,1423798.635,402085.3319,4,-46,3,4,2,2,4,4,2,3,3,3,3,3
573,1,1426898.635,400985.3319,4,-46,3,4,2,2,3,11,2,3,3,3,3,3
574,1,1425698.635,398585.3319,2,-6,3,4,2,2,4,6,2,3,3,3,3,3
575,1,1422198.635,398385.3319,2,-6,3,4,2,3,4,4,2,3,3,3,3,3
576,1,1424798.635,395685.3319,3,129,3,4,2,2,4,4,2,3,3,3,3,3
577,1,1446498.635,396185.3319,2,143,3,4,2,3,4,4,1,3,3,3,2,3
578,1,1445098.635,392685.3319,3,143,3,4,2,3,4,4,1,3,3,2,2,3
579,1,1448798.635,400985.3319,3,129,3,4,2,3,4,4,1,3,3,3,2,3
580,1,1506798.635,396785.3319,5,143,3,4,2,3,4,4,2,3,3,3,3,3
581,1,1506698.635,394185.3319,4,129,3,4,2,3,4,4,2,3,3,3,3,3
582,1,1509098.635,393785.3319,4,-46,3,4,2,2,4,5,2,3,3,3,4,3
583,1,-1868301.365,416485.3319,2,-6,3,5,5,5,5,4,3,5,3,1,3,4
584,1,-1866201.365,413285.3319,3,-219,3,5,5,5,5,4,3,5,3,1,3,4
585,1,-1534501.365,413285.3319,3,-219,3,4,3,5,3,4,2,5,5,2,4,4
586,1,-1537401.365,412985.3319,4,129,3,4,3,5,2,4,2,5,5,2,4,4
587,1,-1476701.365,419585.3319,4,-219,2,4,3,5,2,8,3,5,5,1,3,3
588,1,-1471701.365,418685.3319,3,-219,3,4,3,5,2,4,3,5,5,1,3,3
589,1,-1475501.365,416885.3319,4,-219,2,4,3,5,2,8,3,5,5,1,3,3
590,1,-1468401.365,419985.3319,2,-219,3,4,3,5,5,4,3,5,4,1,3,3
591,1,-1465901.365,416285.3319,3,-219,5,5,2,5,4,4,3,5,4,1,3,2
592,1,-1437401.365,419585.3319,5,143,5,5,1,4,5,4,3,5,4,1,3,2
593,1,-1433901.365,418985.3319,5,-219,4,4,2,5,5,4,3,5,5,1,3,2
594,1,-1437201.365,415585.3319,5,-46,5,4,2,3,4,4,3,5,4,1,3,2
595,1,-1425801.365,415385.3319,3,143,3,4,2,4,3,5,3,5,5,1,4,3
596,1,-1431001.365,415085.3319,3,-219,4,4,2,5,4,4,3,5,5,1,3,2
597,1,-1435201.365,412485.3319,5,-219,5,5,1,5,5,4,3,5,4,1,3,2
598,1,-1427401.365,412185.3319,2,-219,2,4,2,5,2,4,3,5,5,1,4,2
599,1,-1432201.365,411785.3319,2,-6,4,4,2,5,5,4,3,5,4,1,3,2
600,1,-96901.36522,418985.3319,5,-6,4,4,3,2,5,4,3,5,2,3,4,2
601,1,-91401.36522,418585.3319,2,-6,4,4,3,2,5,4,3,5,2,3,4,2
602,1,-95401.36522,416285.3319,5,129,4,4,3,2,5,5,3,5,2,3,4,2
603,1,-86901.36522,415785.3319,3,-6,4,4,2,2,5,4,3,5,2,3,4,2
604,1,1156098.635,415785.3319,4,143,4,4,1,3,4,6,4,4,1,3,1,3
605,1,1157098.635,414085.3319,2,-6,4,4,1,4,4,4,4,4,1,3,2,3
606,1,1156298.635,411485.3319,5,143,4,4,1,3,4,8,4,4,2,3,3,3
607,1,1157998.635,409985.3319,4,-6,4,4,1,2,4,4,4,4,2,3,3,3
608,1,1160998.635,421085.3319,5,-219,4,4,1,4,4,4,4,4,2,3,2,3
609,1,1162498.635,418585.3319,4,143,4,4,1,3,4,6,4,4,2,3,1,3
610,1,1161698.635,415785.3319,2,-219,4,4,1,4,4,4,4,4,2,3,1,3
611,1,1162998.635,412985.3319,5,-6,4,4,1,2,3,8,4,4,2,3,2,3
612,1,1160198.635,412485.3319,2,129,4,4,1,3,4,6,4,4,2,3,2,3
613,1,1162198.635,410885.3319,2,-6,4,4,1,3,4,4,4,4,2,3,3,3
614,1,1160798.635,409185.3319,4,143,4,4,1,3,3,4,4,4,2,3,3,3
615,1,1207898.635,420885.3319,4,129,4,4,1,3,4,6,4,4,2,3,3,3
616,1,1211198.635,420785.3319,5,-6,4,4,1,2,4,6,4,4,2,3,3,3
617,1,1211798.635,418785.3319,2,129,3,4,1,3,3,6,4,4,2,3,3,3
618,1,1209998.635,418585.3319,2,129,3,4,1,2,4,6,4,4,2,3,3,3
619,1,1213298.635,417485.3319,2,143,3,4,1,3,3,4,4,4,2,3,3,3
620,1,1215498.635,416985.3319,4,143,3,4,1,3,3,6,4,4,2,3,3,3
621,1,1215498.635,415385.3319,3,-6,3,4,1,3,4,4,4,4,2,3,3,3
